Cluster	gene.ID	gene.name	Adipose	Islet	Liver	SkeletalMuscle
immune system activation	ENSMUSG00000030047	Arhgap25	0.0370987800601743	0.000206580697258907	0.00102337665468942	-0.00911517771589845
immune system activation	ENSMUSG00000030223	Ptpro	0.0374440935268517	-0.0132231694445839	0.00553307978733868	-0.000825597433389351
immune system activation	ENSMUSG00000030536	Iqgap1	0.040830126793628	0.00389195056493789	0.00591581463800297	0.00501395943496887
immune system activation	ENSMUSG00000030789	Itgax	0.0387084608327617	0.00100335328357942	0.0101809219417484	0.00223387384976098
immune system activation	ENSMUSG00000031502	Col4a1	0.037545687182381	0.0148459459925365	0.0174325380711516	0.0152005961839933
immune system activation	ENSMUSG00000031659	Adcy7	0.0368728995573949	-0.00597696231277152	0.000803804950771772	0.00132190198360889
immune system activation	ENSMUSG00000032336	Nptn	0.0368032213595668	-0.00661109336728994	0.00364386248034031	0.00266758442530435
immune system activation	ENSMUSG00000034807	Colgalt1	0.0381729324726678	-0.00771768992691431	0.00824608018429178	-0.005472776092122
immune system activation	ENSMUSG00000035107	Dcbld2	0.0365880876191424	-0.00669070075702135	-0.00226215266695787	0.00721647121344055
immune system activation	ENSMUSG00000035186	Ubd	0.0380559247483262	0.00536092974010335	0.0131917322594102	0.00867150030012235
immune system activation	ENSMUSG00000035199	Arl6ip5	0.0374114005381738	-0.00739435020308909	0.0180811950513877	0.00816416056716214
immune system activation	ENSMUSG00000035385	Ccl2	0.0375718364845081	-0.00816462416471014	0.0154739145363642	0.00820056930006545
immune system activation	ENSMUSG00000036943	Rab8b	0.0370470839200239	-0.00139608466085497	0.0016319263491907	-0.00303047212177314
immune system activation	ENSMUSG00000036985	Zdhhc9	0.0372076955426559	-0.000264507507950693	-0.000777714930743831	-0.00438581457136996
immune system activation	ENSMUSG00000037348	Paqr7	0.0370879757670603	0.00105422747946896	0.0137302823857282	0.00496357143994073
immune system activation	ENSMUSG00000037902	Sirpa	0.0381589986772782	0.00604863790440946	0.000572536217428696	0.00105122140844926
immune system activation	ENSMUSG00000038147	Cd84	0.0383950777370441	-0.00170845637994912	-0.00138779443258138	-0.00789508304046413
immune system activation	ENSMUSG00000038642	Ctss	0.0366437763023482	0.00151667656267127	-0.00108402767054784	-0.00776154761099847
immune system activation	ENSMUSG00000039497	Dse	0.0379349983866711	0.00705835742949882	-0.0039793705228975	0.00652208368354245
immune system activation	ENSMUSG00000040229	Gpr34	0.038041180899679	0.00198559403273672	0.00388028229895734	0.00580050305942503
immune system activation	ENSMUSG00000040322	Slc25a24	0.0378209651799206	-0.000655372773276839	0.00564980425631556	0.0117792779806828
immune system activation	ENSMUSG00000040552	C3ar1	0.0372134924748745	0.00401660512826025	0.00441083881151753	0.00353763459191375
immune system activation	ENSMUSG00000040613	Apobec1	0.0385622047803922	-0.00334172977599287	-0.0044901027194244	-0.00231852018592291
immune system activation	ENSMUSG00000040711	Sh3pxd2b	0.0381066303371161	-0.00189278730527422	0.00065831695464768	0.00206103333074362
immune system activation	ENSMUSG00000040751	Lat2	0.0367848179925632	-0.00601117521034944	-0.0058323514085539	-0.00720264694351865
immune system activation	ENSMUSG00000041390	Mdfic	0.038763992754263	0.0136254669122009	0.0124338408737196	0.00426193671992784
immune system activation	ENSMUSG00000042228	Lyn	0.0374934007580534	0.0091928829885329	-0.0158536303416775	-0.00201044841107213
immune system activation	ENSMUSG00000044042	Fmn1	0.0387188301601229	0.0113273521665686	0.00162735071274752	-0.00204487014079365
immune system activation	ENSMUSG00000044162	Tnip3	0.0369444689383477	-0.00435457714633385	0.0103147089020413	-0.000675799012001075
immune system activation	ENSMUSG00000048779	P2ry6	0.0366974878814879	0.00151952568612423	0.00417673660436102	0.00952594594617723
immune system activation	ENSMUSG00000049103	Ccr2	0.0366154948622804	0.00349668221625121	0.0113822517061088	-0.000111478865906144
immune system activation	ENSMUSG00000050335	Lgals3	0.0386366366437504	0.00154326499847395	0.0074588905637818	0.00244172796765944
immune system activation	ENSMUSG00000052310	Slc39a1	0.0382988688934378	-0.00466113568700038	-0.00387018293277413	-0.000356829619337591
immune system activation	ENSMUSG00000052384	Nrros	0.0370743492896241	0.00474201975102228	-0.00790877685226129	-0.00432388480941336
immune system activation	ENSMUSG00000052681	Rap1b	0.037555496645549	0.00647128819912492	0.00140429657464958	0.00225641510166458
immune system activation	ENSMUSG00000056201	Cfl1	0.0371217729264299	-0.012205625670924	0.0156477754095269	0.00585226310641827
immune system activation	ENSMUSG00000056529	Ptafr	0.0369751695745341	0.00586221293299679	0.0115470086076051	0.006395348367249
immune system activation	ENSMUSG00000058099	Nfam1	0.0373156484224086	-0.0047965901251042	-0.00232199089286338	-0.00365979583689693
immune system activation	ENSMUSG00000059326	Csf2ra	0.0372320981398832	-0.00436494773513738	-0.000733274918938324	-0.000740657142235226
immune system activation	ENSMUSG00000059923	Grb2	0.037160894272757	-0.00505637021336265	-0.00444760514586181	0.00133441265947745
immune system activation	ENSMUSG00000063193	Cd300lb	0.0372533007716846	0.00498406914815798	0.00577714317145246	0.00612835233728681
immune system activation	ENSMUSG00000078771	Evi2a	0.038389286432044	0.00177791360069352	0.00577954016414974	0.00340521314837749
immune system activation	ENSMUSG00000079227	Ccr5	0.0368724008506659	0.00150987248446645	0.00127646480093314	0.000766911650944576
immune system activation	ENSMUSG00000079293	Clec7a	0.0373905306322749	0.00466484892086098	0.00843472715990824	-0.00245933382251154
immune system activation	ENSMUSG00000079426	Arpc4	0.0368611662865518	-0.0118583925022371	0.0139414312110828	-0.00625773365045816
immune system activation	ENSMUSG00000079685	Ulbp1	0.0372437316425652	0.0099462507880974	-0.00185806991342118	0.00204910085118743
immune system activation	ENSMUSG00000034902	Pip5k1c	0.031414491311174	-0.0254071988832633	0.00431840178007992	-0.00118779321308047
immune system activation	ENSMUSG00000074622	Mafb	0.0305644719771707	-0.0242555712351933	-0.00715570506401936	-0.00425877732864382
immune system activation	ENSMUSG00000024816	Frmd8	0.0355381411605918	0.0153255620568667	0.00841584910911476	-0.0163614625367466
immune system activation	ENSMUSG00000027639	Samhd1	0.0189612305912133	-0.00775371362359776	0.000972673546195924	-0.0179982153549842
immune system activation	ENSMUSG00000035711	Dok3	0.0233795747449554	-0.00795292410772244	-0.0122457885415616	-0.0159953917600541
immune system activation	ENSMUSG00000040265	Dnm3	0.024069393009779	0.00356860374510214	-0.00232142506046735	-0.0160274432882485
immune system activation	ENSMUSG00000047407	Tgif1	0.019642391202302	0.00645793366550038	-0.00676362676378054	-0.0164293014082625
immune system activation	ENSMUSG00000047731	Wbp1l	0.0303434931531021	0.00462082003331237	-0.0155343832393113	-0.0163028731832394
chromatin	ENSMUSG00000001143	Lman2l	-0.0350254024115882	0.013824027179266	-0.0205238952300446	-0.0129378208670453
chromatin	ENSMUSG00000010453	Kansl3	-0.0346318255350112	-0.00237225277802665	-0.020580656970458	0.00719938574161887
chromatin	ENSMUSG00000020069	Hnrnph3	-0.0361947996934854	-0.0205770456595547	-0.0224121625816486	-0.00492945595063113
chromatin	ENSMUSG00000020385	Clk4	-0.0379503265178972	0.00659663975927781	-0.0235504963634312	-0.0128145647519698
chromatin	ENSMUSG00000022228	Zscan26	-0.0355465728669019	-0.00904991424246982	-0.0200325867509612	-0.0135352927170448
chromatin	ENSMUSG00000024949	Sf1	-0.0350953977342848	-0.0102790224703539	-0.0163555427557751	-0.00919851556482
chromatin	ENSMUSG00000025479	Cyp2e1	-0.0354353830803365	0.00128251964598637	-0.0189122205340643	-0.0218345501145413
chromatin	ENSMUSG00000027075	Slc43a1	-0.0399045801935095	-0.00274464441534867	-0.0197742002052217	-0.0203061314018679
chromatin	ENSMUSG00000027936	Crtc2	-0.0350847581659318	0.000471582008716867	-0.030282210801957	-0.00748940406194819
chromatin	ENSMUSG00000029068	Ccnl2	-0.038127908780149	0.0035972622719314	-0.0266065380348939	-0.0203013559172444
chromatin	ENSMUSG00000031889	Phaf1	-0.037938937672595	-0.0047951957041362	-0.0240290831967573	-0.00472990409818056
chromatin	ENSMUSG00000034135	Sik3	-0.0363015834722446	0.00139439654122672	-0.0264184002536439	-0.0122560938649744
chromatin	ENSMUSG00000038025	Phf2	-0.0394783097701445	0.000475038260624418	-0.0306323454207904	-0.00689024714134474
chromatin	ENSMUSG00000040123	Zmym5	-0.0346631359878593	-0.00419645963773535	-0.0252723552740201	-0.00488410301681259
chromatin	ENSMUSG00000044617	Zbtb39	-0.0382650324265382	-0.011460039688643	-0.0217030612841519	-0.00540780496069472
chromatin	ENSMUSG00000044676	Zfp612	-0.0366370641566055	-0.00417499954150769	-0.0215116819356816	-0.00360584286018405
chromatin	ENSMUSG00000053411	Cbx7	-0.0351449613283772	-0.0133727549074693	-0.0291283659643748	-0.0155443730342759
chromatin	ENSMUSG00000020495	Smg8	-0.0282196062535641	-0.0238551597408561	-0.0229437287621227	0.000926201190734732
chromatin	ENSMUSG00000030779	Rbbp6	-0.0335611536830738	-0.0244346045510154	-0.016599922223288	-0.00143143610800231
chromatin	ENSMUSG00000054387	Mdm4	-0.024575577401001	-0.0242109725068477	-0.021568927045645	-0.006355740534264
chromatin	ENSMUSG00000002028	Kmt2a	-0.0182364657028519	-0.00614430956972246	-0.0322830970570343	-0.0133830647572438
chromatin	ENSMUSG00000004896	Mettl25b	-0.0322130235064094	-0.0172443543105236	-0.028979672455772	-0.0146039283136256
chromatin	ENSMUSG00000005621	Zfp592	-0.0171459656583902	-0.00362303386593458	-0.0352340638145516	-0.0076462571250295
chromatin	ENSMUSG00000006307	Kmt2b	-0.0269781370237938	-0.0125163592778292	-0.0298364736452469	-0.0152235007388855
chromatin	ENSMUSG00000012640	Zfp715	-0.0224285101359828	-0.0186370121785027	-0.0275540252023272	0.00444202945148459
chromatin	ENSMUSG00000013973	Dedd	-0.0232719281214366	0.00629681285769735	-0.0271435286740659	-0.0029453640648538
chromatin	ENSMUSG00000018076	Med13l	-0.0289460986550089	0.00298550859224194	-0.0303957508221643	-0.00388750400491296
chromatin	ENSMUSG00000018412	Kansl1	-0.027366636268394	0.00367693139600379	-0.0279439689279514	-0.006541654247623
chromatin	ENSMUSG00000021144	Mta1	-0.0326328945142863	-0.00451820830810974	-0.0275006700107674	-0.0130543402427381
chromatin	ENSMUSG00000021340	Gpld1	-0.0237444943002089	-0.00467700681960486	-0.0290592659522333	0.00828689948873781
chromatin	ENSMUSG00000022387	Brd1	-0.0219240348438185	-0.00104416653279344	-0.0320807924255103	-0.00319380131174988
chromatin	ENSMUSG00000022521	Crebbp	-0.0271568717762686	-0.00156660468489734	-0.0318534275648866	-0.00568927818851885
chromatin	ENSMUSG00000024045	Akap8	-0.0297963608597723	-0.0217429354135176	-0.0297997158479484	-0.00117040758159584
chromatin	ENSMUSG00000024811	Tnks2	-0.0180516572075009	-0.00620097052583338	-0.0276579182122168	0.00905657483866539
chromatin	ENSMUSG00000025223	Ldb1	-0.01456484845518	-0.00094665554212884	-0.0272806405983289	-0.00522836105243666
chromatin	ENSMUSG00000026788	Zbtb43	-0.0306681150549874	0.00553618604476114	-0.0308160300391603	-0.00176920490813592
chromatin	ENSMUSG00000028106	Rprd2	-0.0341202212300349	0.00141795355808015	-0.0304335186646062	-0.00967624790533446
chromatin	ENSMUSG00000028479	Gne	-0.0281969414565713	-0.00982392243610704	-0.0291222187633784	-0.00282940104490122
chromatin	ENSMUSG00000029004	Kmt2e	-0.0332057411779901	-0.0023897358378575	-0.0286055614966321	-0.00730183250131882
chromatin	ENSMUSG00000029427	Zcchc8	-0.0218197569086695	-0.0122735706218082	-0.0300613449665238	-0.00744719789761376
chromatin	ENSMUSG00000029438	Bcl7a	-0.0282646917860746	-0.00540756248177163	-0.0299153739730819	0.00288768771993981
chromatin	ENSMUSG00000029714	Gigyf1	-0.0323431531227737	0.0101150902298961	-0.029236047599773	-0.0168771012397925
chromatin	ENSMUSG00000031393	Mecp2	-0.0257947784684032	-0.0139239739840899	-0.0274709000796375	-0.000735114013154458
chromatin	ENSMUSG00000031540	Kat6a	-0.0196526589048122	-0.015706986416705	-0.0306725929310773	-0.000878177677564894
chromatin	ENSMUSG00000031858	Mau2	-0.0214557352677184	0.000390063829984589	-0.0276472591176793	-0.0133540951800286
chromatin	ENSMUSG00000032376	Usp3	-0.0197840996338215	0.0119815464621972	-0.0274101900667319	-0.00832809069916401
chromatin	ENSMUSG00000032898	Fbxo21	-0.0267618167918048	-0.00601716361360329	-0.0302549762657095	-0.00595542112494618
chromatin	ENSMUSG00000033039	Micall1	-0.0128666665355458	-0.0143833092378896	-0.0274746711236398	0.00455867486139011
chromatin	ENSMUSG00000034525	Ice1	-0.0169171589396039	0.00435779911431919	-0.0286851044417003	0.00514336403176598
chromatin	ENSMUSG00000034820	Cpsf7	-0.0291667392720896	-0.0125034022783113	-0.0308445811392838	-0.00619527385258083
chromatin	ENSMUSG00000034994	Eef2	-0.0319719758676016	0.0224385898001733	-0.0288001059930558	-0.0138165397951285
chromatin	ENSMUSG00000035401	Emsy	-0.0263914072390496	0.00135897612482173	-0.0297182432402026	-0.00163482876300593
chromatin	ENSMUSG00000035569	Ankrd11	-0.0181887346360097	0.0053496664204095	-0.0286798464574975	-0.004500155794396
chromatin	ENSMUSG00000038384	Setd1b	-0.0180186288575245	-0.00809255482336805	-0.0276901303656979	-0.00652472869971635
chromatin	ENSMUSG00000038876	Rnf146	-0.0200801285176987	0.012485900746271	-0.0274420779695003	0.0018815062279301
chromatin	ENSMUSG00000038894	Irs2	-0.0253257636041337	0.00972151394629818	-0.0289421025230857	-0.00964897052800058
chromatin	ENSMUSG00000038975	Rabggtb	-0.0250856587523936	-0.000352124771832862	-0.0297709756356137	-0.00693218164882301
chromatin	ENSMUSG00000039117	Taf4	-0.0316899810742718	-0.0145127231002403	-0.0302164766427066	-0.0164669174134238
chromatin	ENSMUSG00000039219	Arid4b	-0.0302090104281084	0.0038797366027385	-0.0291731920228146	-0.00617325147012409
chromatin	ENSMUSG00000040028	Elavl1	-0.0119464536036276	-0.0185446843997813	-0.0277332672008466	0.00360917157726886
chromatin	ENSMUSG00000040761	Spen	-0.0329257001550776	-0.00872918128279835	-0.0315102977495514	-0.00857283299783526
chromatin	ENSMUSG00000041235	Chd7	-0.0243248669893229	-0.0105776223345192	-0.0277271904421763	-0.00306578465449791
chromatin	ENSMUSG00000041961	Znrf3	-0.0281400743332324	-0.011562656823607	-0.028201164730193	0.0107066497956745
chromatin	ENSMUSG00000042138	Msantd2	-0.025032112524996	-0.00882343667220391	-0.0273283519628488	-0.0103402372108871
chromatin	ENSMUSG00000042390	Gatad2b	-0.025828926675699	0.0132011624022904	-0.027195601977491	-0.011972569493061
chromatin	ENSMUSG00000042423	Fbrs	-0.0227256973011312	0.000512003287199943	-0.0308214111891449	-0.00832341025148857
chromatin	ENSMUSG00000048154	Kmt2d	-0.0267666408325245	-0.00441996375986656	-0.0325431698690948	-0.00417283626807643
chromatin	ENSMUSG00000049739	Zfp646	-0.0168698424264973	-0.00138236347283265	-0.029054379905967	6.11625510309763e-05
chromatin	ENSMUSG00000050310	Rictor	-0.022199289607275	-0.00198444016938585	-0.0308563502834626	-0.0133116566773781
chromatin	ENSMUSG00000050947	Amigo1	-0.0310203750407426	-0.0105016493523087	-0.0279662607581688	-0.00748270518791849
chromatin	ENSMUSG00000053470	Kdm3a	-0.0208593364169442	0.0158856880505632	-0.0277746283919341	0.00458441926399994
chromatin	ENSMUSG00000055024	Ep300	-0.0229583813765554	-0.0120029845193559	-0.029494408434562	-0.00718406606985577
chromatin	ENSMUSG00000061410	Zcchc14	-0.0270014480051153	-0.00263728179302312	-0.0293800661517596	0.00428887203413841
chromatin	ENSMUSG00000068479	Mfap1a	-0.0278131991274944	-0.0012657126978939	-0.0273396474630004	-0.00903917202599639
chromatin	ENSMUSG00000071054	Safb	-0.0338774347385991	-0.00493690037849483	-0.0279433940233826	-0.0109223218166593
chromatin	ENSMUSG00000090264	Eif4ebp3	-0.0271636222127967	-0.00302984010758521	-0.0316324023647649	-0.00571915544900577
chromatin	ENSMUSG00000108414	Snhg1	-0.0206509201827625	-0.016532897220234	-0.0282620153678219	-0.0114001773778751
chromatin	ENSMUSG00000001156	Mxd1	-0.0151816737636642	-0.00701913919955569	-0.0145471258254802	-0.0173082577011419
chromatin	ENSMUSG00000003031	Cdkn1b	-0.0234280361328831	0.0116140268583612	-0.0161146037430475	-0.0164272248624898
chromatin	ENSMUSG00000003382	Etv3	-0.0225499285963052	-0.00508824113298985	-0.0228884061138526	-0.0176811908690345
chromatin	ENSMUSG00000006050	Sra1	-0.0241918579730721	-0.00768196456770329	-0.0161075379038339	-0.0159122779709907
chromatin	ENSMUSG00000022185	Acin1	-0.0220150263778599	-0.00365517571949854	-0.0145197374991267	-0.0178007810491704
chromatin	ENSMUSG00000024188	Luc7l	-0.0313823546177814	-0.0103971023033011	-0.0204622067101338	-0.0180449615138672
chromatin	ENSMUSG00000025049	Taf5	-0.0125630126183496	-0.00450335582007573	-0.0146118586305726	-0.016196146721751
chromatin	ENSMUSG00000026034	Clk1	-0.0330173309824593	0.00304462387145886	-0.0250864326974392	-0.0161056838766148
chromatin	ENSMUSG00000028936	Rpl22	-0.018220522455852	0.0065159965436302	-0.0193752994790782	-0.0183768649366458
chromatin	ENSMUSG00000033159	Cnppd1	-0.0189057277372242	0.0153090063445091	-0.0220149815607985	-0.0218310287892864
chromatin	ENSMUSG00000035828	Pim3	-0.0268266901619661	0.00796489738685323	-0.0150214704523274	-0.0208707414592821
chromatin	ENSMUSG00000037742	Eef1a1	-0.0200114523309473	0.0184601367321876	-0.0239616334632262	-0.0173103106600756
chromatin	ENSMUSG00000047098	Rnf31	-0.0219565165958407	-0.00169941376603258	-0.0150524027993546	-0.0179685542380664
chromatin	ENSMUSG00000048271	Rbm33	-0.0341202618819545	0.00974498874525338	-0.0247986761782237	-0.0174881235969925
chromatin	ENSMUSG00000048874	Phf3	-0.0323085718491959	0.00563519163396991	-0.0245626373416249	-0.0157592051094863
chromatin	ENSMUSG00000068747	Sort1	-0.0204159102959336	-0.00945172763646385	-0.011399485935223	-0.0209012353098579
chromatin	ENSMUSG00000109179	Wdr97	-0.0201240186516211	0.00634672885540307	-0.0214072488860203	-0.0172544226046374
autophagy	ENSMUSG00000003809	Gcdh	-0.0349488549983498	0.0248046039530494	0.0115157291533764	-0.0133299435484418
autophagy	ENSMUSG00000005534	Insr	-0.0348214342089859	0.0157850665531943	-0.0181176293060801	-0.00217559105478763
autophagy	ENSMUSG00000009995	Tafazzin	-0.0361121796397757	0.0145690646886241	0.00123273792964689	0.000126108219614943
autophagy	ENSMUSG00000027589	Pcmtd2	-0.0347708322787138	0.0217935226463354	-0.0191638064919197	-0.00657788847717898
autophagy	ENSMUSG00000030087	Klf15	-0.0361336569691813	0.0299283601207187	-0.018385750827695	-0.0194977093968079
autophagy	ENSMUSG00000034175	Rhbdd3	-0.0364135577466877	0.0188317714027598	0.00483806664643362	-0.00432923159432437
autophagy	ENSMUSG00000034858	Atosa	-0.034708740305583	0.0188505839718958	0.0101915744922932	-0.00547296994093957
autophagy	ENSMUSG00000035637	Grhpr	-0.0380825528996831	0.021260428427761	0.00785027553847712	-0.00342459350969272
autophagy	ENSMUSG00000038267	Slc22a23	-0.0372092909266866	0.017095655656544	-0.0108493455648228	0.011066860265086
autophagy	ENSMUSG00000038393	Txnip	-0.0366535251012137	0.0286905440481311	-0.0164996869913786	-0.00509487717764193
autophagy	ENSMUSG00000038967	Pdk2	-0.0381278144573782	0.0219427734475029	-0.00394428196107896	-0.00156837481293609
autophagy	ENSMUSG00000042340	Ctf1	-0.0347587580820121	0.0240185996039857	0.0173714026555279	0.00400481573048816
autophagy	ENSMUSG00000060376	Bckdha	-0.0347411893467299	0.0293579846710441	0.00113523312081606	-0.00168054165735411
autophagy	ENSMUSG00000063015	Ccni	-0.0357971896116944	0.0183656829909057	0.00196455594764717	-0.00218543877697879
autophagy	ENSMUSG00000068290	Ddrgk1	-0.036850117887822	0.0282633642396595	0.00218196079838378	-0.00998090630070765
autophagy	ENSMUSG00000002279	Lmf1	-0.0292383826266593	0.0310230093124593	0.0118703723805632	-0.000619380607848939
autophagy	ENSMUSG00000002409	Dyrk1b	-0.0248531992307459	0.0300076293092624	0.0105448433189978	-0.00993385641540553
autophagy	ENSMUSG00000002996	Hbp1	-0.0197965449465501	0.0295519044418905	-0.00283660463069029	-0.0139248373037049
autophagy	ENSMUSG00000005823	Gpr108	-0.0246564981157552	0.0292992949090145	-0.0157263078760818	-0.0148658985289834
autophagy	ENSMUSG00000016427	Ndufa1	-0.0259993993978904	0.0275745128368128	0.00131389369856024	-0.00467928417212497
autophagy	ENSMUSG00000020034	Tcp11l2	-0.0172707585598402	0.0289100736614184	-0.0248452698155557	-0.0169790955909499
autophagy	ENSMUSG00000020653	Klf11	-0.0280035272219607	0.0307968540896619	-0.0157971311838994	-0.00658509419467788
autophagy	ENSMUSG00000025147	Mob2	-0.0340701177019221	0.0276529505261013	-0.00571046589191947	-0.0030569025532407
autophagy	ENSMUSG00000025466	Fuom	-0.0218996141408484	0.0295825743026772	-0.00808448640508857	0.00102001545287847
autophagy	ENSMUSG00000026489	Coq8a	-0.0293331352844849	0.0287463795427408	0.004922119791138	0.00756755874110309
autophagy	ENSMUSG00000029512	Ulk1	-0.0243232697251205	0.0280005259734646	-0.00719270069830434	-0.0131768648980346
autophagy	ENSMUSG00000029578	Wipi2	-0.0224166232771777	0.0278910790467186	-0.00706015015000889	-0.00763466110743966
autophagy	ENSMUSG00000030083	Abtb1	-0.0237728866109786	0.0311262725318906	-0.00544408485252942	-0.00952599420001044
autophagy	ENSMUSG00000030731	Syt3	-0.0198028742770751	0.0302817472514687	0.0111480452354594	0.0061482865703571
autophagy	ENSMUSG00000030802	Bckdk	-0.0299662641022983	0.0337443724133078	0.00633273952934142	0.00618747653963843
autophagy	ENSMUSG00000031782	Coq9	-0.0258528636861566	0.0291369232168733	0.00532615047650903	-0.00116739869320078
autophagy	ENSMUSG00000031812	Map1lc3b	-0.0242239513936575	0.0330032509595077	-0.0276789175143902	-0.0195040465755076
autophagy	ENSMUSG00000038150	Ormdl3	-0.0214489677707802	0.0321807851021768	0.0134477117944243	-0.00476592838087986
