Cluster	gene.ID	gene.name	Adipose	Islet	Liver	SkeletalMuscle
immune system activation	ENSMUSG00000022965	Ifngr2	0.03890266	0.001044355	0.014875304	0.002830375
immune system activation	ENSMUSG00000024165	Jpt2	0.037916751	-0.006440832	0.012595544	0.000239545
immune system activation	ENSMUSG00000024300	Myo1f	0.037887944	0.006679346	0.003158935	-0.005460933
immune system activation	ENSMUSG00000024663	Rab3il1	0.037247899	-0.00588029	-0.004208228	0.007643959
immune system activation	ENSMUSG00000024776	Stambpl1	0.037449445	0.009805107	0.006180312	0.004142562
immune system activation	ENSMUSG00000024900	Cpt1a	0.037128953	0.021028783	-0.005951727	-0.00882201
immune system activation	ENSMUSG00000025044	Msr1	0.037061828	0.001491002	0.00857149	-0.000785344
immune system activation	ENSMUSG00000025473	Adam8	0.036712011	0.001191043	0.00969889	-0.00813945
immune system activation	ENSMUSG00000025534	Gusb	0.038534683	0.005718592	0.008829477	0.010738212
immune system activation	ENSMUSG00000025648	Pfkfb4	0.036680516	-0.011229803	0.011919113	-0.003755712
immune system activation	ENSMUSG00000026042	Col5a2	0.038707612	0.011127896	-0.010050867	0.010139429
immune system activation	ENSMUSG00000026276	Septin2	0.037402322	-0.017082738	0.00824136	0.00365974
immune system activation	ENSMUSG00000026433	Rab29	0.036703777	-0.008736602	0.014384491	0.00015005
immune system activation	ENSMUSG00000026586	Prrx1	0.039124137	0.010195048	0.00856047	0.011644168
immune system activation	ENSMUSG00000026749	Nek6	0.037573492	0.008820743	0.022213915	-0.009617504
immune system activation	ENSMUSG00000027293	Ehd4	0.038851121	-0.004455562	0.015471917	0.006247832
immune system activation	ENSMUSG00000027475	Kif3b	0.039638824	-0.015024809	0.009745193	0.005933263
immune system activation	ENSMUSG00000027852	Nras	0.037327947	-0.002982263	0.012491677	-0.000911868
immune system activation	ENSMUSG00000028238	Atp6v0d2	0.037669532	0.010006179	-0.004353467	0.004382277
immune system activation	ENSMUSG00000028745	Capzb	0.037588219	-0.019403193	0.016242377	-0.007540541
immune system activation	ENSMUSG00000028849	Map7d1	0.038022106	0.006739503	-0.000582275	0.008866448
immune system activation	ENSMUSG00000028931	Kcnab2	0.038144994	-0.003614908	0.001731948	-0.007952127
immune system activation	ENSMUSG00000029234	Tmem165	0.038002038	0.009561283	0.010182752	0.00222472
immune system activation	ENSMUSG00000029767	Calu	0.03928498	-0.000351901	-0.000143703	0.013685305
immune system activation	ENSMUSG00000030047	Arhgap25	0.03709878	0.000206581	0.001023377	-0.009115178
immune system activation	ENSMUSG00000030223	Ptpro	0.037444094	-0.013223169	0.00553308	-0.000825597
immune system activation	ENSMUSG00000030536	Iqgap1	0.040830127	0.003891951	0.005915815	0.005013959
immune system activation	ENSMUSG00000030789	Itgax	0.038708461	0.001003353	0.010180922	0.002233874
immune system activation	ENSMUSG00000031502	Col4a1	0.037545687	0.014845946	0.017432538	0.015200596
immune system activation	ENSMUSG00000031659	Adcy7	0.0368729	-0.005976962	0.000803805	0.001321902
immune system activation	ENSMUSG00000032336	Nptn	0.036803221	-0.006611093	0.003643862	0.002667584
immune system activation	ENSMUSG00000034807	Colgalt1	0.038172932	-0.00771769	0.00824608	-0.005472776
immune system activation	ENSMUSG00000035107	Dcbld2	0.036588088	-0.006690701	-0.002262153	0.007216471
immune system activation	ENSMUSG00000035186	Ubd	0.038055925	0.00536093	0.013191732	0.0086715
immune system activation	ENSMUSG00000035199	Arl6ip5	0.037411401	-0.00739435	0.018081195	0.008164161
immune system activation	ENSMUSG00000035385	Ccl2	0.037571836	-0.008164624	0.015473915	0.008200569
immune system activation	ENSMUSG00000036943	Rab8b	0.037047084	-0.001396085	0.001631926	-0.003030472
immune system activation	ENSMUSG00000036985	Zdhhc9	0.037207696	-0.000264508	-0.000777715	-0.004385815
immune system activation	ENSMUSG00000037348	Paqr7	0.037087976	0.001054227	0.013730282	0.004963571
immune system activation	ENSMUSG00000037902	Sirpa	0.038158999	0.006048638	0.000572536	0.001051221
immune system activation	ENSMUSG00000038147	Cd84	0.038395078	-0.001708456	-0.001387794	-0.007895083
immune system activation	ENSMUSG00000038642	Ctss	0.036643776	0.001516677	-0.001084028	-0.007761548
immune system activation	ENSMUSG00000039497	Dse	0.037934998	0.007058357	-0.003979371	0.006522084
immune system activation	ENSMUSG00000040229	Gpr34	0.038041181	0.001985594	0.003880282	0.005800503
immune system activation	ENSMUSG00000040322	Slc25a24	0.037820965	-0.000655373	0.005649804	0.011779278
immune system activation	ENSMUSG00000040552	C3ar1	0.037213492	0.004016605	0.004410839	0.003537635
immune system activation	ENSMUSG00000040613	Apobec1	0.038562205	-0.00334173	-0.004490103	-0.00231852
immune system activation	ENSMUSG00000040711	Sh3pxd2b	0.03810663	-0.001892787	0.000658317	0.002061033
immune system activation	ENSMUSG00000040751	Lat2	0.036784818	-0.006011175	-0.005832351	-0.007202647
immune system activation	ENSMUSG00000041390	Mdfic	0.038763993	0.013625467	0.012433841	0.004261937
immune system activation	ENSMUSG00000042228	Lyn	0.037493401	0.009192883	-0.01585363	-0.002010448
immune system activation	ENSMUSG00000044042	Fmn1	0.03871883	0.011327352	0.001627351	-0.00204487
immune system activation	ENSMUSG00000044162	Tnip3	0.036944469	-0.004354577	0.010314709	-0.000675799
immune system activation	ENSMUSG00000048779	P2ry6	0.036697488	0.001519526	0.004176737	0.009525946
immune system activation	ENSMUSG00000049103	Ccr2	0.036615495	0.003496682	0.011382252	-0.000111479
immune system activation	ENSMUSG00000050335	Lgals3	0.038636637	0.001543265	0.007458891	0.002441728
immune system activation	ENSMUSG00000052310	Slc39a1	0.038298869	-0.004661136	-0.003870183	-0.00035683
immune system activation	ENSMUSG00000052384	Nrros	0.037074349	0.00474202	-0.007908777	-0.004323885
immune system activation	ENSMUSG00000052681	Rap1b	0.037555497	0.006471288	0.001404297	0.002256415
immune system activation	ENSMUSG00000056201	Cfl1	0.037121773	-0.012205626	0.015647775	0.005852263
immune system activation	ENSMUSG00000056529	Ptafr	0.03697517	0.005862213	0.011547009	0.006395348
immune system activation	ENSMUSG00000058099	Nfam1	0.037315648	-0.00479659	-0.002321991	-0.003659796
immune system activation	ENSMUSG00000059326	Csf2ra	0.037232098	-0.004364948	-0.000733275	-0.000740657
immune system activation	ENSMUSG00000059923	Grb2	0.037160894	-0.00505637	-0.004447605	0.001334413
immune system activation	ENSMUSG00000063193	Cd300lb	0.037253301	0.004984069	0.005777143	0.006128352
immune system activation	ENSMUSG00000078771	Evi2a	0.038389286	0.001777914	0.00577954	0.003405213
immune system activation	ENSMUSG00000079227	Ccr5	0.036872401	0.001509872	0.001276465	0.000766912
immune system activation	ENSMUSG00000079293	Clec7a	0.037390531	0.004664849	0.008434727	-0.002459334
immune system activation	ENSMUSG00000079426	Arpc4	0.036861166	-0.011858393	0.013941431	-0.006257734
immune system activation	ENSMUSG00000079685	Ulbp1	0.037243732	0.009946251	-0.00185807	0.002049101
immune system activation	ENSMUSG00000034902	Pip5k1c	0.031414491	-0.025407199	0.004318402	-0.001187793
immune system activation	ENSMUSG00000074622	Mafb	0.030564472	-0.024255571	-0.007155705	-0.004258777
immune system activation	ENSMUSG00000024816	Frmd8	0.035538141	0.015325562	0.008415849	-0.016361463
immune system activation	ENSMUSG00000027639	Samhd1	0.018961231	-0.007753714	0.000972674	-0.017998215
immune system activation	ENSMUSG00000035711	Dok3	0.023379575	-0.007952924	-0.012245789	-0.015995392
immune system activation	ENSMUSG00000040265	Dnm3	0.024069393	0.003568604	-0.002321425	-0.016027443
immune system activation	ENSMUSG00000047407	Tgif1	0.019642391	0.006457934	-0.006763627	-0.016429301
immune system activation	ENSMUSG00000047731	Wbp1l	0.030343493	0.00462082	-0.015534383	-0.016302873
chromatin	ENSMUSG00000001143	Lman2l	-0.035025402	0.013824027	-0.020523895	-0.012937821
chromatin	ENSMUSG00000010453	Kansl3	-0.034631826	-0.002372253	-0.020580657	0.007199386
chromatin	ENSMUSG00000020069	Hnrnph3	-0.0361948	-0.020577046	-0.022412163	-0.004929456
chromatin	ENSMUSG00000020385	Clk4	-0.037950327	0.00659664	-0.023550496	-0.012814565
chromatin	ENSMUSG00000022228	Zscan26	-0.035546573	-0.009049914	-0.020032587	-0.013535293
chromatin	ENSMUSG00000024949	Sf1	-0.035095398	-0.010279022	-0.016355543	-0.009198516
chromatin	ENSMUSG00000025479	Cyp2e1	-0.035435383	0.00128252	-0.018912221	-0.02183455
chromatin	ENSMUSG00000027075	Slc43a1	-0.03990458	-0.002744644	-0.0197742	-0.020306131
chromatin	ENSMUSG00000027936	Crtc2	-0.035084758	0.000471582	-0.030282211	-0.007489404
chromatin	ENSMUSG00000029068	Ccnl2	-0.038127909	0.003597262	-0.026606538	-0.020301356
chromatin	ENSMUSG00000031889	Phaf1	-0.037938938	-0.004795196	-0.024029083	-0.004729904
chromatin	ENSMUSG00000034135	Sik3	-0.036301583	0.001394397	-0.0264184	-0.012256094
chromatin	ENSMUSG00000038025	Phf2	-0.03947831	0.000475038	-0.030632345	-0.006890247
chromatin	ENSMUSG00000040123	Zmym5	-0.034663136	-0.00419646	-0.025272355	-0.004884103
chromatin	ENSMUSG00000044617	Zbtb39	-0.038265032	-0.01146004	-0.021703061	-0.005407805
chromatin	ENSMUSG00000044676	Zfp612	-0.036637064	-0.004175	-0.021511682	-0.003605843
chromatin	ENSMUSG00000053411	Cbx7	-0.035144961	-0.013372755	-0.029128366	-0.015544373
chromatin	ENSMUSG00000020495	Smg8	-0.028219606	-0.02385516	-0.022943729	0.000926201
chromatin	ENSMUSG00000030779	Rbbp6	-0.033561154	-0.024434605	-0.016599922	-0.001431436
chromatin	ENSMUSG00000054387	Mdm4	-0.024575577	-0.024210973	-0.021568927	-0.006355741
chromatin	ENSMUSG00000002028	Kmt2a	-0.018236466	-0.00614431	-0.032283097	-0.013383065
chromatin	ENSMUSG00000004896	Mettl25b	-0.032213024	-0.017244354	-0.028979672	-0.014603928
chromatin	ENSMUSG00000005621	Zfp592	-0.017145966	-0.003623034	-0.035234064	-0.007646257
chromatin	ENSMUSG00000006307	Kmt2b	-0.026978137	-0.012516359	-0.029836474	-0.015223501
chromatin	ENSMUSG00000012640	Zfp715	-0.02242851	-0.018637012	-0.027554025	0.004442029
chromatin	ENSMUSG00000013973	Dedd	-0.023271928	0.006296813	-0.027143529	-0.002945364
chromatin	ENSMUSG00000018076	Med13l	-0.028946099	0.002985509	-0.030395751	-0.003887504
chromatin	ENSMUSG00000018412	Kansl1	-0.027366636	0.003676931	-0.027943969	-0.006541654
chromatin	ENSMUSG00000021144	Mta1	-0.032632895	-0.004518208	-0.02750067	-0.01305434
chromatin	ENSMUSG00000021340	Gpld1	-0.023744494	-0.004677007	-0.029059266	0.008286899
chromatin	ENSMUSG00000022387	Brd1	-0.021924035	-0.001044167	-0.032080792	-0.003193801
chromatin	ENSMUSG00000022521	Crebbp	-0.027156872	-0.001566605	-0.031853428	-0.005689278
chromatin	ENSMUSG00000024045	Akap8	-0.029796361	-0.021742935	-0.029799716	-0.001170408
chromatin	ENSMUSG00000024811	Tnks2	-0.018051657	-0.006200971	-0.027657918	0.009056575
chromatin	ENSMUSG00000025223	Ldb1	-0.014564848	-0.000946656	-0.027280641	-0.005228361
chromatin	ENSMUSG00000026788	Zbtb43	-0.030668115	0.005536186	-0.03081603	-0.001769205
chromatin	ENSMUSG00000028106	Rprd2	-0.034120221	0.001417954	-0.030433519	-0.009676248
chromatin	ENSMUSG00000028479	Gne	-0.028196941	-0.009823922	-0.029122219	-0.002829401
chromatin	ENSMUSG00000029004	Kmt2e	-0.033205741	-0.002389736	-0.028605561	-0.007301833
chromatin	ENSMUSG00000029427	Zcchc8	-0.021819757	-0.012273571	-0.030061345	-0.007447198
chromatin	ENSMUSG00000029438	Bcl7a	-0.028264692	-0.005407562	-0.029915374	0.002887688
chromatin	ENSMUSG00000029714	Gigyf1	-0.032343153	0.01011509	-0.029236048	-0.016877101
chromatin	ENSMUSG00000031393	Mecp2	-0.025794778	-0.013923974	-0.0274709	-0.000735114
chromatin	ENSMUSG00000031540	Kat6a	-0.019652659	-0.015706986	-0.030672593	-0.000878178
chromatin	ENSMUSG00000031858	Mau2	-0.021455735	0.000390064	-0.027647259	-0.013354095
chromatin	ENSMUSG00000032376	Usp3	-0.0197841	0.011981546	-0.02741019	-0.008328091
chromatin	ENSMUSG00000032898	Fbxo21	-0.026761817	-0.006017164	-0.030254976	-0.005955421
chromatin	ENSMUSG00000033039	Micall1	-0.012866667	-0.014383309	-0.027474671	0.004558675
chromatin	ENSMUSG00000034525	Ice1	-0.016917159	0.004357799	-0.028685104	0.005143364
chromatin	ENSMUSG00000034820	Cpsf7	-0.029166739	-0.012503402	-0.030844581	-0.006195274
chromatin	ENSMUSG00000034994	Eef2	-0.031971976	0.02243859	-0.028800106	-0.01381654
chromatin	ENSMUSG00000035401	Emsy	-0.026391407	0.001358976	-0.029718243	-0.001634829
chromatin	ENSMUSG00000035569	Ankrd11	-0.018188735	0.005349666	-0.028679846	-0.004500156
chromatin	ENSMUSG00000038384	Setd1b	-0.018018629	-0.008092555	-0.02769013	-0.006524729
chromatin	ENSMUSG00000038876	Rnf146	-0.020080129	0.012485901	-0.027442078	0.001881506
chromatin	ENSMUSG00000038894	Irs2	-0.025325764	0.009721514	-0.028942103	-0.009648971
chromatin	ENSMUSG00000038975	Rabggtb	-0.025085659	-0.000352125	-0.029770976	-0.006932182
chromatin	ENSMUSG00000039117	Taf4	-0.031689981	-0.014512723	-0.030216477	-0.016466917
chromatin	ENSMUSG00000039219	Arid4b	-0.03020901	0.003879737	-0.029173192	-0.006173251
chromatin	ENSMUSG00000040028	Elavl1	-0.011946454	-0.018544684	-0.027733267	0.003609172
chromatin	ENSMUSG00000040761	Spen	-0.0329257	-0.008729181	-0.031510298	-0.008572833
chromatin	ENSMUSG00000041235	Chd7	-0.024324867	-0.010577622	-0.02772719	-0.003065785
chromatin	ENSMUSG00000041961	Znrf3	-0.028140074	-0.011562657	-0.028201165	0.01070665
chromatin	ENSMUSG00000042138	Msantd2	-0.025032113	-0.008823437	-0.027328352	-0.010340237
chromatin	ENSMUSG00000042390	Gatad2b	-0.025828927	0.013201162	-0.027195602	-0.011972569
chromatin	ENSMUSG00000042423	Fbrs	-0.022725697	0.000512003	-0.030821411	-0.00832341
chromatin	ENSMUSG00000048154	Kmt2d	-0.026766641	-0.004419964	-0.03254317	-0.004172836
chromatin	ENSMUSG00000049739	Zfp646	-0.016869842	-0.001382363	-0.02905438	6.11625510309763e-05
chromatin	ENSMUSG00000050310	Rictor	-0.02219929	-0.00198444	-0.03085635	-0.013311657
chromatin	ENSMUSG00000050947	Amigo1	-0.031020375	-0.010501649	-0.027966261	-0.007482705
chromatin	ENSMUSG00000053470	Kdm3a	-0.020859336	0.015885688	-0.027774628	0.004584419
chromatin	ENSMUSG00000055024	Ep300	-0.022958381	-0.012002985	-0.029494408	-0.007184066
chromatin	ENSMUSG00000061410	Zcchc14	-0.027001448	-0.002637282	-0.029380066	0.004288872
chromatin	ENSMUSG00000068479	Mfap1a	-0.027813199	-0.001265713	-0.027339647	-0.009039172
chromatin	ENSMUSG00000071054	Safb	-0.033877435	-0.0049369	-0.027943394	-0.010922322
chromatin	ENSMUSG00000090264	Eif4ebp3	-0.027163622	-0.00302984	-0.031632402	-0.005719155
chromatin	ENSMUSG00000108414	Snhg1	-0.02065092	-0.016532897	-0.028262015	-0.011400177
chromatin	ENSMUSG00000001156	Mxd1	-0.015181674	-0.007019139	-0.014547126	-0.017308258
chromatin	ENSMUSG00000003031	Cdkn1b	-0.023428036	0.011614027	-0.016114604	-0.016427225
chromatin	ENSMUSG00000003382	Etv3	-0.022549929	-0.005088241	-0.022888406	-0.017681191
chromatin	ENSMUSG00000006050	Sra1	-0.024191858	-0.007681965	-0.016107538	-0.015912278
chromatin	ENSMUSG00000022185	Acin1	-0.022015026	-0.003655176	-0.014519737	-0.017800781
chromatin	ENSMUSG00000024188	Luc7l	-0.031382355	-0.010397102	-0.020462207	-0.018044962
chromatin	ENSMUSG00000025049	Taf5	-0.012563013	-0.004503356	-0.014611859	-0.016196147
chromatin	ENSMUSG00000026034	Clk1	-0.033017331	0.003044624	-0.025086433	-0.016105684
chromatin	ENSMUSG00000028936	Rpl22	-0.018220522	0.006515997	-0.019375299	-0.018376865
chromatin	ENSMUSG00000033159	Cnppd1	-0.018905728	0.015309006	-0.022014982	-0.021831029
chromatin	ENSMUSG00000035828	Pim3	-0.02682669	0.007964897	-0.01502147	-0.020870741
chromatin	ENSMUSG00000037742	Eef1a1	-0.020011452	0.018460137	-0.023961633	-0.017310311
chromatin	ENSMUSG00000047098	Rnf31	-0.021956517	-0.001699414	-0.015052403	-0.017968554
chromatin	ENSMUSG00000048271	Rbm33	-0.034120262	0.009744989	-0.024798676	-0.017488124
chromatin	ENSMUSG00000048874	Phf3	-0.032308572	0.005635192	-0.024562637	-0.015759205
chromatin	ENSMUSG00000068747	Sort1	-0.02041591	-0.009451728	-0.011399486	-0.020901235
chromatin	ENSMUSG00000109179	Wdr97	-0.020124019	0.006346729	-0.021407249	-0.017254423
autophagy	ENSMUSG00000003809	Gcdh	-0.034948855	0.024804604	0.011515729	-0.013329944
autophagy	ENSMUSG00000005534	Insr	-0.034821434	0.015785067	-0.018117629	-0.002175591
autophagy	ENSMUSG00000009995	Tafazzin	-0.03611218	0.014569065	0.001232738	0.000126108
autophagy	ENSMUSG00000027589	Pcmtd2	-0.034770832	0.021793523	-0.019163806	-0.006577888
autophagy	ENSMUSG00000030087	Klf15	-0.036133657	0.02992836	-0.018385751	-0.019497709
autophagy	ENSMUSG00000034175	Rhbdd3	-0.036413558	0.018831771	0.004838067	-0.004329232
autophagy	ENSMUSG00000034858	Atosa	-0.03470874	0.018850584	0.010191574	-0.00547297
autophagy	ENSMUSG00000035637	Grhpr	-0.038082553	0.021260428	0.007850276	-0.003424594
autophagy	ENSMUSG00000038267	Slc22a23	-0.037209291	0.017095656	-0.010849346	0.01106686
autophagy	ENSMUSG00000038393	Txnip	-0.036653525	0.028690544	-0.016499687	-0.005094877
autophagy	ENSMUSG00000038967	Pdk2	-0.038127814	0.021942773	-0.003944282	-0.001568375
autophagy	ENSMUSG00000042340	Ctf1	-0.034758758	0.0240186	0.017371403	0.004004816
autophagy	ENSMUSG00000060376	Bckdha	-0.034741189	0.029357985	0.001135233	-0.001680542
autophagy	ENSMUSG00000063015	Ccni	-0.03579719	0.018365683	0.001964556	-0.002185439
autophagy	ENSMUSG00000068290	Ddrgk1	-0.036850118	0.028263364	0.002181961	-0.009980906
autophagy	ENSMUSG00000002279	Lmf1	-0.029238383	0.031023009	0.011870372	-0.000619381
autophagy	ENSMUSG00000002409	Dyrk1b	-0.024853199	0.030007629	0.010544843	-0.009933856
autophagy	ENSMUSG00000002996	Hbp1	-0.019796545	0.029551904	-0.002836605	-0.013924837
autophagy	ENSMUSG00000005823	Gpr108	-0.024656498	0.029299295	-0.015726308	-0.014865899
autophagy	ENSMUSG00000016427	Ndufa1	-0.025999399	0.027574513	0.001313894	-0.004679284
autophagy	ENSMUSG00000020034	Tcp11l2	-0.017270759	0.028910074	-0.02484527	-0.016979096
autophagy	ENSMUSG00000020653	Klf11	-0.028003527	0.030796854	-0.015797131	-0.006585094
autophagy	ENSMUSG00000025147	Mob2	-0.034070118	0.027652951	-0.005710466	-0.003056903
autophagy	ENSMUSG00000025466	Fuom	-0.021899614	0.029582574	-0.008084486	0.001020015
autophagy	ENSMUSG00000026489	Coq8a	-0.029333135	0.02874638	0.00492212	0.007567559
autophagy	ENSMUSG00000029512	Ulk1	-0.02432327	0.028000526	-0.007192701	-0.013176865
autophagy	ENSMUSG00000029578	Wipi2	-0.022416623	0.027891079	-0.00706015	-0.007634661
autophagy	ENSMUSG00000030083	Abtb1	-0.023772887	0.031126273	-0.005444085	-0.009525994
autophagy	ENSMUSG00000030731	Syt3	-0.019802874	0.030281747	0.011148045	0.006148287
autophagy	ENSMUSG00000030802	Bckdk	-0.029966264	0.033744372	0.00633274	0.006187477
autophagy	ENSMUSG00000031782	Coq9	-0.025852864	0.029136923	0.00532615	-0.001167399
autophagy	ENSMUSG00000031812	Map1lc3b	-0.024223951	0.033003251	-0.027678918	-0.019504047
autophagy	ENSMUSG00000038150	Ormdl3	-0.021448968	0.032180785	0.013447712	-0.004765928
autophagy	ENSMUSG00000039382	Wdr45	-0.032521345	0.032472218	-0.011822065	-0.012639876
autophagy	ENSMUSG00000039763	Dnajc28	-0.028335724	0.028876666	-0.002670637	-0.001972478
autophagy	ENSMUSG00000042675	Ypel3	-0.030753375	0.032134966	-0.020859131	-0.013639793
autophagy	ENSMUSG00000042903	Foxo4	-0.025861962	0.028029614	-0.012355885	-0.009083615
autophagy	ENSMUSG00000048249	Crebrf	-0.024897194	0.030053944	-0.01246202	-0.013874118
autophagy	ENSMUSG00000062901	Klhl24	-0.029789147	0.033174366	-0.01736135	-0.010312079
autophagy	ENSMUSG00000029385	Ccng2	-0.021081612	0.026855078	-0.007310983	-0.016248872
autophagy	ENSMUSG00000036833	Pnpla7	-0.018954596	0.018018623	0.011711644	-0.019238271
autophagy	ENSMUSG00000038520	Tbc1d17	-0.027219057	0.021601697	-0.012970524	-0.017453858
autophagy	ENSMUSG00000041132	N4bp2l1	-0.033378981	0.022424821	-0.010064572	-0.018131606
cell projection assembly	ENSMUSG00000004530	Coro1c	0.037059817	-0.006157048	0.019436768	0.012230587
cell projection assembly	ENSMUSG00000005233	Spc25	0.037103457	0.003691856	0.023547562	-0.004825785
cell projection assembly	ENSMUSG00000008475	Arpc5	0.037154361	-0.015817869	0.018796396	-0.001362856
cell projection assembly	ENSMUSG00000030084	Plxna1	0.038352021	-0.013341305	0.019753732	0.007961982
cell projection assembly	ENSMUSG00000030447	Cyfip1	0.038487441	-0.021262445	0.02441054	7.26689199386208e-05
cell projection assembly	ENSMUSG00000049723	Mmp12	0.037443494	-0.007303851	0.020322267	0.012145939
cell projection assembly	ENSMUSG00000001440	Kpnb1	0.028149419	-0.025620027	0.025197593	-0.003150121
cell projection assembly	ENSMUSG00000023004	Tuba1b	0.020610548	-0.025659336	0.014501866	0.008057408
cell projection assembly	ENSMUSG00000027080	Med19	0.018714886	-0.025197991	0.018576551	0.005717328
cell projection assembly	ENSMUSG00000028664	Ephb2	0.025420892	-0.024797832	0.02372538	0.010291054
cell projection assembly	ENSMUSG00000038965	Ube2l3	0.02183702	-0.02470006	0.019612764	-0.004786674
cell projection assembly	ENSMUSG00000074781	Ube2n	0.025338734	-0.024413254	0.012067101	0.006851827
cell projection assembly	ENSMUSG00000007656	Arpp19	0.019184795	-0.019789672	0.027020518	0.008020656
cell projection assembly	ENSMUSG00000008859	Rala	0.01892382	-0.003368727	0.027057511	0.005740382
cell projection assembly	ENSMUSG00000018965	Ywhah	0.031273701	-0.003967426	0.026971745	0.012535493
cell projection assembly	ENSMUSG00000020142	Slc1a4	0.027837016	0.016835017	0.029237358	0.011023314
cell projection assembly	ENSMUSG00000020462	Cfap36	0.011969318	0.005282832	0.0265418	0.004981467
cell projection assembly	ENSMUSG00000020476	Dbnl	0.028088608	-0.008615516	0.028978988	-0.00670752
cell projection assembly	ENSMUSG00000020869	Lrrc59	0.029552824	-0.005708807	0.028617084	-0.002960359
cell projection assembly	ENSMUSG00000021368	Tbc1d7	0.01905112	0.005606599	0.028092432	0.003460955
cell projection assembly	ENSMUSG00000022096	Hr	0.026808351	-0.00218008	0.028874329	-0.002495027
cell projection assembly	ENSMUSG00000022808	Snx4	0.03231379	-0.011663483	0.027549978	0.009044769
cell projection assembly	ENSMUSG00000024993	Dennd10	0.024000835	-0.001441371	0.027607582	0.005202463
cell projection assembly	ENSMUSG00000025371	Chmp6	0.031135964	0.011614714	0.026523995	0.000472513
cell projection assembly	ENSMUSG00000025856	Pdgfa	0.024086865	0.004292002	0.028121427	0.005324446
cell projection assembly	ENSMUSG00000026639	Lamb3	0.018072262	0.001518814	0.029880353	0.01091018
cell projection assembly	ENSMUSG00000026727	Rsu1	0.021099899	-0.001891946	0.026390326	0.001010482
cell projection assembly	ENSMUSG00000026965	Anapc2	0.026692412	0.003653336	0.026468081	-0.009307166
cell projection assembly	ENSMUSG00000027459	Fam110a	0.022304066	0.004860934	0.027905632	0.007926648
cell projection assembly	ENSMUSG00000028884	Rpa2	0.019732403	-0.003346417	0.029861033	-0.011623238
cell projection assembly	ENSMUSG00000028961	Pgd	0.012001108	-0.010954645	0.027976265	0.007315785
cell projection assembly	ENSMUSG00000029254	Stap1	0.035547717	-0.008511346	0.027238194	-0.010874923
cell projection assembly	ENSMUSG00000029998	Pcyox1	0.0228373	0.003863994	0.028832941	0.005548231
cell projection assembly	ENSMUSG00000030770	Parva	0.011825362	-0.009134064	0.027408185	0.005968096
cell projection assembly	ENSMUSG00000031378	Abcd1	0.019885052	0.000827484	0.032435002	-0.000259977
cell projection assembly	ENSMUSG00000032187	Smarca4	0.014993514	-0.014962006	0.029791133	-0.003831411
cell projection assembly	ENSMUSG00000032231	Anxa2	0.032992658	0.00301102	0.028033091	0.020854256
cell projection assembly	ENSMUSG00000032555	Topbp1	0.031959963	0.004247958	0.027042141	-0.006307602
cell projection assembly	ENSMUSG00000032757	Bet1	0.017506871	0.013800596	0.027180515	-0.00015406
cell projection assembly	ENSMUSG00000032802	Srxn1	0.019643177	-0.014866642	0.030757687	0.01459902
cell projection assembly	ENSMUSG00000034220	Gpc1	0.025582934	-0.006243704	0.027467062	-0.001804378
cell projection assembly	ENSMUSG00000034667	Xpot	0.011845564	0.007020057	0.028876109	0.014753225
